0.168,0.80334,-0.27698,0.20939,-0.038235,0.014233
0.12663,0.5683,-0.19878,0.15076,-0.035341,0.019169
0.089493,0.40266,-0.14076,0.10807,-0.026937,0.019158
0.061542,0.2854,-0.099424,0.077126,-0.019444,0.016814
0.041582,0.20229,-0.070212,0.054875,-0.013633,0.013699
0.027732,0.14338,-0.049608,0.038974,-0.0093728,0.010654
0.018314,0.10161,-0.035072,0.027652,-0.0063576,0.0080414
0.01201,0.072011,-0.024811,0.019607,-0.0042809,0.0059495
0.0078423,0.051029,-0.017561,0.013898,-0.0028829,0.0043425
0.0051164,0.036159,-0.012433,0.0098495,-0.0019611,0.0031395
0.0033495,0.025621,-0.0088056,0.0069794,-0.001366,0.0022539
0.0022141,0.018154,-0.0062375,0.0049453,-0.00099151,0.0016091
0.0014915,0.012863,-0.004419,0.0035038,-0.00076431,0.0011431
0.0010372,0.0091141,-0.003131,0.0024824,-0.00063476,0.0008078
0.00075655,0.0064576,-0.0022185,0.0017587,-0.00056981,0.00056728
0.00058814,0.0045754,-0.001572,0.001246,-0.00054767,0.00039492
0.00049224,0.0032418,-0.001114,0.00088268,-0.0005541,0.00027134
0.00044324,0.0022969,-0.00078944,0.00062531,-0.00057985,0.00018254
0.00042472,0.0016274,-0.00055945,0.00044298,-0.00061894,0.00011849
0.00042615,0.0011531,-0.00039648,0.0003138,-0.00066752,7.1961e-05
0.0004408,0.00081696,-0.00028099,0.00022229,-0.00072309,3.7837e-05
0.00046435,0.00057883,-0.00019914,0.00015747,-0.00078406,1.2453e-05
0.00049407,0.00041011,-0.00014114,0.00011154,-0.00084938,-6.7919e-06
0.00052818,0.00029057,-0.00010003,7.9008e-05,-0.00091838,-2.1749e-05
0.00056557,0.00020587,-7.0902e-05,5.5963e-05,-0.00099062,-3.3732e-05
0.0006055,0.00014586,-5.0254e-05,3.9638e-05,-0.0010658,-4.3678e-05
0.00064751,0.00010334,-3.5621e-05,2.8074e-05,-0.0011437,-5.225e-05
0.00069128,7.3219e-05,-2.5249e-05,1.9882e-05,-0.0012242,-5.9922e-05
0.00073663,5.1876e-05,-1.7897e-05,1.408e-05,-0.0013073,-6.7032e-05
0.00078339,3.6754e-05,-1.2687e-05,9.97e-06,-0.0013927,-7.3824e-05
0.0008315,2.604e-05,-8.9932e-06,7.0586e-06,-0.0014805,-8.0472e-05
0.00088086,1.8449e-05,-6.3752e-06,4.9962e-06,-0.0015706,-8.7102e-05
0.00093143,1.3071e-05,-4.5195e-06,3.5352e-06,-0.0016629,-9.3807e-05
0.00098317,9.2609e-06,-3.204e-06,2.5e-06,-0.0017575,-0.00010066
0.001036,6.5613e-06,-2.2715e-06,1.7666e-06,-0.0018542,-0.0001077
0.00109,4.6486e-06,-1.6104e-06,1.2467e-06,-0.0019531,-0.00011499
0.0011451,3.2934e-06,-1.1418e-06,8.7809e-07,-0.002054,-0.00012254
0.0012012,2.3339e-06,-1.4017e-09,6.1764e-07,-0.0021571,-0.00013039
0.0012583,1.6537e-06,-1.0404e-09,4.319e-07,-0.0022621,-0.00013856
0.0013164,1.1717e-06,-7.712e-10,2.9978e-07,-0.0023692,-0.00014707
0.0013755,8.3019e-07,-5.7095e-10,2.056e-07,-0.0024782,-0.00015593
0.0014355,5.8822e-07,-4.222e-10,1.3829e-07,-0.0025891,-0.00016517
0.0014964,4.1678e-07,-3.1184e-10,8.9966e-08,-0.0027019,-0.0001748
0.0015583,2.953e-07,-2.3009e-10,5.5069e-08,-0.0028166,-0.00018483
0.001621,2.0923e-07,-1.6959e-10,2.965e-08,-0.0029331,-0.00019529
0.0016846,1.4825e-07,-1.2487e-10,1.0911e-08,-0.0030514,-0.00020618
0.001749,1.0504e-07,-9.1858e-11,-3.1282e-09,-0.0031715,-0.00021751
0.0018142,7.4426e-08,-6.7511e-11,-1.3872e-08,-0.0032932,-0.00022932
0.0018802,5.2733e-08,-4.9574e-11,-2.2316e-08,-0.0034167,-0.0002416
0.0019469,3.7364e-08,-3.6371e-11,-2.9164e-08,-0.0035418,-0.00025437
0.0020143,2.6474e-08,-2.6663e-11,-3.4916e-08,-0.0036685,-0.00026764
0.0020825,1.8758e-08,-1.9531e-11,-3.9924e-08,-0.0037969,-0.00028144
0.0021513,1.329e-08,-1.4296e-11,-4.444e-08,-0.0039268,-0.00029577
0.0022208,9.4168e-09,-1.0457e-11,-4.864e-08,-0.0040582,-0.00031065
0.002291,6.6722e-09,-7.6428e-12,-5.2649e-08,-0.0041911,-0.00032609
0.0023617,4.7275e-09,-5.5824e-12,-5.6555e-08,-0.0043255,-0.0003421
0.002433,3.3496e-09,-4.0748e-12,-6.0421e-08,-0.0044613,-0.0003587
0.0025049,2.3733e-09,-2.9724e-12,-6.429e-08,-0.0045985,-0.0003759
0.0025773,1.6816e-09,-2.167e-12,-6.8191e-08,-0.0047371,-0.00039372
0.0026502,1.1915e-09,-1.5788e-12,-7.2145e-08,-0.004877,-0.00041215
0.0027236,8.442e-10,-1.1496e-12,-7.6167e-08,-0.0050183,-0.00043123
0.0027974,5.9815e-10,-8.3665e-13,-8.0265e-08,-0.0051608,-0.00045095
0.0028717,4.2381e-10,-6.0852e-13,-8.4445e-08,-0.0053045,-0.00047133
0.0029464,3.0029e-10,-4.4237e-13,-8.871e-08,-0.0054495,-0.00049238
0.0030215,2.1277e-10,-3.2144e-13,-9.3061e-08,-0.0055956,-0.00051411
0.003097,1.5075e-10,-2.3343e-13,-9.7498e-08,-0.0057429,-0.00053652
0.0031727,1.0681e-10,-1.6943e-13,-1.0202e-07,-0.0058914,-0.00055964
0.0032488,7.5682e-11,-1.2293e-13,-1.0662e-07,-0.0060409,-0.00058346
0.0033252,5.3624e-11,-8.9152e-14,-1.1131e-07,-0.0061914,-0.000608
0.0034019,3.7994e-11,-6.4621e-14,-1.1607e-07,-0.006343,-0.00063327
0.0034788,2.692e-11,-4.6817e-14,-1.2091e-07,-0.0064956,-0.00065926
0.0035559,1.9074e-11,-3.3942e-14,-1.2582e-07,-0.0066492,-0.00068599
0.0036332,1.3515e-11,-2.4556e-14,-1.3079e-07,-0.0068037,-0.00071346
0.0037107,9.5754e-12,-1.7778e-14,-1.3583e-07,-0.0069591,-0.00074169
0.0037883,6.7843e-12,-1.2855e-14,-1.4093e-07,-0.0071154,-0.00077066
0.0038661,4.8074e-12,-9.2969e-15,-1.4609e-07,-0.0072725,-0.0008004
0.0039439,3.406e-12,-6.6992e-15,-1.5129e-07,-0.0074304,-0.0008309
0.0040218,2.4133e-12,-4.8562e-15,-1.5654e-07,-0.0075892,-0.00086216
0.0040998,1.7098e-12,-3.5175e-15,-1.6184e-07,-0.0077487,-0.0008942
0.0041778,1.2116e-12,-2.5282e-15,-1.6717e-07,-0.0079089,-0.000927
0.0042558,8.5819e-13,-1.8139e-15,-1.7254e-07,-0.0080698,-0.00096058
0.0043338,6.078e-13,-1.3176e-15,-1.7793e-07,-0.0082313,-0.00099493
0.0044117,4.3066e-13,-9.4114e-16,-1.8335e-07,-0.0083936,-0.0010301
0.0044896,3.0505e-13,-6.9429e-16,-1.8879e-07,-0.0085564,-0.001066
0.0045674,2.1634e-13,-4.8318e-16,-1.9425e-07,-0.0087198,-0.0011026
0.004645,1.5323e-13,-3.4308e-16,-1.9972e-07,-0.0088837,-0.0011401
0.0047226,1.087e-13,-2.5609e-16,-2.0519e-07,-0.0090482,-0.0011783
0.0047999,7.7504e-14,-1.7386e-16,-2.1067e-07,-0.0092131,-0.0012173
0.0048771,5.4948e-14,-1.2136e-16,-2.1615e-07,-0.0093785,-0.001257
0.0049541,3.8914e-14,-9.0179e-17,-2.2162e-07,-0.0095443,-0.0012975
0.0050309,2.7446e-14,-6.1589e-17,-2.2709e-07,-0.0097105,-0.0013388
0.0051074,1.9783e-14,-4.1323e-17,-2.3253e-07,-0.0098771,-0.0013808
0.0051837,1.3929e-14,-3.12e-17,-2.3797e-07,-0.010044,-0.0014236
0.0052597,1.0267e-14,-1.6219e-17,-2.4337e-07,-0.010211,-0.0014672
0.0053353,7.4847e-15,-9.8512e-18,-2.4876e-07,-0.010379,-0.0015114
0.0054106,5.3518e-15,-2.2685e-18,-2.5411e-07,-0.010547,-0.0015564
0.0054856,3.7335e-15,5.3112e-18,-2.5943e-07,-0.010715,-0.0016021
0.0055602,2.4764e-15,-1.0645e-17,-2.6471e-07,-0.010883,-0.0016486
0.0056344,1.8288e-15,1.4365e-17,-2.6996e-07,-0.011051,-0.0016957
0.0057082,1.342e-15,5.0434e-18,-2.7516e-07,-0.01122,-0.0017436
0.0057815,1.0817e-15,-3.9919e-18,-2.8031e-07,-0.011388,-0.0017922
0.0058544,8.9196e-16,2.2006e-17,-2.8541e-07,-0.011557,-0.0018414
0.0059268,6.8566e-16,4.9556e-18,-2.9046e-07,-0.011725,-0.0018913
0.0059987,4.6223e-16,2.3768e-17,-2.9545e-07,-0.011894,-0.0019419
0.0060701,3.6954e-17,2.6187e-17,-3.0038e-07,-0.012063,-0.0019932
0.0061409,2.8654e-16,-3.1994e-18,-3.0524e-07,-0.012232,-0.0020451
0.0062112,2.3424e-16,1.5041e-17,-3.1004e-07,-0.0124,-0.0020977
0.0062809,8.4693e-17,-5.6797e-18,-3.1478e-07,-0.012569,-0.0021509
0.00635,1.7101e-16,-2.1854e-18,-3.1944e-07,-0.012737,-0.0022047
0.0064185,-1.2358e-16,-2.9636e-17,-3.2403e-07,-0.012905,-0.0022591
0.0064863,-4.0229e-16,-7.8587e-18,-3.2855e-07,-0.013073,-0.0023141
0.0065535,-2.0355e-16,-1.023e-17,-3.3298e-07,-0.013241,-0.0023697
0.0066201,-5.3772e-17,9.6704e-18,-3.3734e-07,-0.013408,-0.0024259
0.0066859,-8.4609e-17,6.4667e-18,-3.4161e-07,-0.013576,-0.0024827
0.0067511,-4.3144e-16,4.384e-19,-3.4581e-07,-0.013743,-0.00254
0.0068155,-4.9368e-16,-2.1821e-17,-3.4991e-07,-0.013909,-0.0025978
0.0068792,-3.6287e-16,3.0549e-17,-3.5393e-07,-0.014076,-0.0026562
0.0069421,-5.8646e-17,-2.9667e-18,-3.5786e-07,-0.014242,-0.0027151
0.0070042,-2.4615e-17,2.8905e-18,-3.617e-07,-0.014407,-0.0027745
0.0070656,1.0215e-16,-3.3146e-17,-3.6544e-07,-0.014572,-0.0028344
0.0071261,1.7407e-16,-1.9675e-18,-3.691e-07,-0.014737,-0.0028948
0.0071858,-1.3998e-16,7.583e-18,-3.7265e-07,-0.014901,-0.0029557
0.0072447,-1.4313e-16,5.1485e-18,-3.7612e-07,-0.015064,-0.003017
0.0073028,0,0,-3.7948e-07,-0.015227,-0.0030787
0.0073599,2.955e-16,2.2537e-17,-3.8275e-07,-0.01539,-0.0031409
0.0074162,3.747e-16,1.1886e-18,-3.8592e-07,-0.015552,-0.0032035
0.0074716,1.7083e-16,-6.0581e-18,-3.8898e-07,-0.015713,-0.0032664
0.0075261,-9.1788e-17,-1.4993e-17,-3.9195e-07,-0.015873,-0.0033298
0.0075797,2.0391e-16,6.2809e-18,-3.9482e-07,-0.016033,-0.0033936
0.0076323,8.1089e-17,-1.0778e-17,-3.9758e-07,-0.016193,-0.0034577
0.007684,3.6928e-16,-1.3985e-17,-4.0024e-07,-0.016351,-0.0035222
0.0077348,5.8733e-17,1.8433e-18,-4.028e-07,-0.016509,-0.003587
0.0077845,-1.5072e-16,-1.6262e-17,-4.0526e-07,-0.016666,-0.0036521
0.0078333,-2.8495e-16,6.0341e-18,-4.0761e-07,-0.016822,-0.0037175
0.0078811,-2.2386e-16,1.9075e-17,-4.0986e-07,-0.016977,-0.0037833
0.0079278,-3.1592e-16,5.1869e-18,-4.12e-07,-0.017131,-0.0038493
0.0079736,1.4288e-16,-8.4353e-18,-4.1404e-07,-0.017285,-0.0039156
0.0080183,-1.927e-16,2.1347e-17,-4.1597e-07,-0.017438,-0.0039821
0.008062,3.6892e-16,-1.7853e-17,-4.178e-07,-0.017589,-0.0040489
0.0081047,1.3955e-16,-1.0327e-17,-4.1952e-07,-0.01774,-0.0041159
0.0081463,5.2993e-17,-1.1553e-17,-4.2114e-07,-0.01789,-0.0041831
0.0081868,8.9789e-17,1.9538e-18,-4.2265e-07,-0.018039,-0.0042506
0.0082263,2.9129e-16,-7.2583e-18,-4.2406e-07,-0.018186,-0.0043182
0.0082647,3.9379e-16,-3.2116e-17,-4.2537e-07,-0.018333,-0.004386
0.008302,4.3064e-16,-1.9434e-17,-4.2657e-07,-0.018479,-0.004454
0.0083382,3.4673e-16,-8.8239e-18,-4.2767e-07,-0.018623,-0.0045221
0.0083733,2.3513e-16,2.1112e-18,-4.2866e-07,-0.018767,-0.0045903
0.0084073,5.17e-16,-2.1066e-17,-4.2955e-07,-0.018909,-0.0046587
0.0084402,2.629e-16,1.3828e-18,-4.3034e-07,-0.01905,-0.0047272
0.008472,9.5477e-17,2.4926e-17,-4.3103e-07,-0.01919,-0.0047958
0.0085027,1.6408e-16,-2.4403e-17,-4.3161e-07,-0.019329,-0.0048644
0.0085322,2.0122e-16,-1.2146e-17,-4.3209e-07,-0.019466,-0.0049332
0.0085606,2.1361e-16,1.232e-17,-4.3247e-07,-0.019603,-0.005002
0.0085879,6.1861e-16,1.1356e-17,-4.3275e-07,-0.019738,-0.0050708
0.008614,3.0911e-16,-2.5781e-17,-4.3293e-07,-0.019872,-0.0051397
0.008639,3.9885e-16,-2.681e-17,-4.3301e-07,-0.020004,-0.0052086
0.0086629,2.1048e-16,1.115e-17,-4.33e-07,-0.020135,-0.0052775
0.0086856,1.6355e-16,-2.6091e-17,-4.3288e-07,-0.020265,-0.0053465
